"ano.inicio","edad","estado.civil","raza","nivel.educacion","tipo.trabajo","salud","seguro.medico","log.salario","salario"
2003,30,"casado","blanca","Graduado Universitario","Industrial","buena","si",455630250076729,952307125669819
2003,45,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",460205999132796,996894636984864
2007,55,"divorciado","blanca","Graduado Universitario","Industrial","muy buena","si",49912260756925,147116689159978
2003,45,"soltero","blanca","Master Universitario","Servicios","muy buena","si",494448267215017,140398200161944
2004,44,"soltero","negra","Graduado Universitario","Servicios","muy buena","si",469897000433602,109833985642199
2004,37,"viudo","blanca","Graduado Universitario","Servicios","muy buena","si",484509804001426,127115743812184
2008,41,"casado","blanca","No tiene bachillerato","Industrial","buena","si",47481880270062,115375038556391
2007,44,"casado","blanca","Bachillerato","Industrial","buena","no",407918124604763,590970640815891
2007,52,"soltero","blanca","Bachillerato","Industrial","muy buena","si",434242268082221,768936025176112
2009,55,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",495424250943933,14177517233318
2003,43,"casado","blanca","Bachillerato","Industrial","muy buena","si",426140562707414,709095858696657
2009,27,"soltero","asiatica","Master Universitario","Servicios","muy buena","si",530102999566398,200543262324662
2006,43,"casado","blanca","Bachillerato","Servicios","muy buena","si",457978359661681,974932940453934
2007,46,"casado","blanca","Bachillerato","Industrial","buena","si",460205999132796,996894636984864
2003,30,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",523044892137827,186876677628007
2003,43,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",439794000867204,812832532842527
2005,48,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",507918124604763,160642475408263
2003,33,"soltero","negra","No tiene bachillerato","Industrial","muy buena","no",415836249209525,639666908300607
2008,29,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",447712125471966,879810327856054
2005,24,"soltero","blanca","Bachillerato","Servicios","muy buena","no",430102999566398,737757432746946
2009,52,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",497772360528885,145143601176911
2005,50,"casado","blanca","Master Universitario","Industrial","muy buena","no",495424250943933,14177517233318
2005,24,"soltero","blanca","Bachillerato","Industrial","muy buena","no",434242268082221,768936025176112
2003,42,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",481954393554187,123908567597957
2004,53,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",477815125038364,118884359339886
2008,49,"casado","blanca","Master Universitario","Servicios","muy buena","si",563191940591859,2791974969917
2004,46,"casado","blanca","No tiene bachillerato","Industrial","buena","no",4,545981500331442
2008,40,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",504139268515823,15468529299563
2003,41,"soltero","asiatica","Master Universitario","Servicios","muy buena","si",519312459835446,180030197076236
2006,41,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",477815125038364,118884359339886
2009,36,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",447712125471966,879810327856054
2003,34,"casado","negra","Algun Curso Universidad","Servicios","buena","no",451851393987789,916992261117042
2004,24,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","no",407918124604763,590970640815891
2008,44,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",481954393554187,123908567597957
2007,33,"casado","negra","Graduado Universitario","Servicios","muy buena","no",469897000433602,109833985642199
2007,25,"soltero","blanca","Bachillerato","Industrial","muy buena","si",454406804435028,940727147457005
2005,40,"casado","blanca","Bachillerato","Industrial","muy buena","no",476342799356294,117146816914805
2007,48,"soltero","asiatica","Bachillerato","Industrial","muy buena","no",417609125905568,651108537153447
2005,56,"casado","blanca","Bachillerato","Industrial","buena","no",457978359661681,974932940453934
2005,25,"soltero","blanca","Graduado Universitario","Industrial","muy buena","no",477085201164214,118019753340006
2005,44,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",495424250943933,14177517233318
2003,27,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",475511226639507,116176695171054
2006,58,"casado","blanca","No tiene bachillerato","Industrial","buena","si",432221929473392,753556793180091
2008,52,"divorciado","negra","Graduado Universitario","Servicios","muy buena","si",455630250076729,952307125669819
2007,60,"soltero","blanca","Master Universitario","Industrial","buena","si",47160033436348,111720849360989
2008,39,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",464345267648619,10390247060316
2004,51,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",49912260756925,147116689159978
2007,31,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",447712125471966,879810327856054
2005,45,"viudo","blanca","Bachillerato","Industrial","muy buena","no",477815125038364,118884359339886
2005,43,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",461278385671974,100764272842107
2008,45,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",479239168949825,120589436530402
2004,40,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",526717172840301,193866878146586
2008,46,"casado","blanca","Bachillerato","Industrial","muy buena","si",477815125038364,118884359339886
2009,51,"casado","blanca","Master Universitario","Servicios","muy buena","si",559061783348625,267901086855275
2006,47,"divorciado","blanca","Graduado Universitario","Servicios","muy buena","si",516136800223498,174402876012275
2004,52,"casado","blanca","Master Universitario","Servicios","muy buena","si",489762709129044,133971500070695
2003,31,"divorciado","blanca","Bachillerato","Servicios","muy buena","si",504139268515823,15468529299563
2007,40,"casado","negra","Graduado Universitario","Servicios","muy buena","si",504139268515823,15468529299563
2009,26,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",477815125038364,118884359339886
2004,49,"casado","blanca","Bachillerato","Industrial","muy buena","no",455630250076729,952307125669819
2009,38,"divorciado","blanca","Algun Curso Universidad","Industrial","buena","no",469897000433602,109833985642199
2005,50,"casado","otra","No tiene bachillerato","Servicios","buena","no",47160033436348,111720849360989
2006,63,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",490308998699194,134705375118879
2008,35,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",445319598633954,859010443226556
2008,29,"soltero","blanca","Bachillerato","Servicios","muy buena","no",477815125038364,118884359339886
2008,33,"casado","blanca","Bachillerato","Industrial","buena","si",447712125471966,879810327856054
2007,29,"casado","blanca","Bachillerato","Industrial","muy buena","no",453147891704226,928958447894966
2007,62,"divorciado","blanca","Graduado Universitario","Servicios","muy buena","si",469897000433602,109833985642199
2008,45,"casado","blanca","Master Universitario","Servicios","muy buena","si",482607480270083,124720446242886
2003,56,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",485125834871908,127901232979118
2003,58,"casado","blanca","No tiene bachillerato","Industrial","buena","no",457978359661681,974932940453934
2007,39,"casado","blanca","Master Universitario","Industrial","muy buena","si",529003461136252,198350290464385
2005,49,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",453147891704226,928958447894966
2004,24,"soltero","blanca","Graduado Universitario","Servicios","muy buena","no",454406804435028,940727147457005
2003,61,"divorciado","blanca","Bachillerato","Industrial","muy buena","si",5,148413159102577
2008,58,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",438021124171161,798549003093467
2009,47,"casado","asiatica","Algun Curso Universidad","Servicios","muy buena","no",477815125038364,118884359339886
2004,41,"separado","blanca","Graduado Universitario","Servicios","muy buena","si",447712125471966,879810327856054
2008,71,"casado","blanca","No tiene bachillerato","Servicios","buena","si",454406804435028,940727147457005
2006,47,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",501110502981598,150070476909424
2005,38,"casado","blanca","Graduado Universitario","Industrial","buena","si",517609125905568,176989650489877
2005,31,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",430102999566398,737757432746946
2007,56,"casado","asiatica","Graduado Universitario","Servicios","muy buena","si",482930377283103,12512381572196
2006,44,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",562689955920852,27779948020565
2003,33,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",468124123737559,107903923866876
2005,36,"soltero","blanca","Graduado Universitario","Industrial","muy buena","no",410659881321254,607397785177603
2006,31,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",452218331761869,920363233010764
2004,55,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",469897000433602,109833985642199
2005,48,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",420411998265593,669616443217359
2005,50,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",474036268949424,114475713290347
2006,42,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",513987908640124,1706951277113
2008,25,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",48750612633917,130982177377461
2008,55,"casado","blanca","Bachillerato","Industrial","buena","si",484509804001426,127115743812184
2004,28,"soltero","blanca","Master Universitario","Industrial","muy buena","si",476342799356294,117146816914805
2003,30,"casado","otra","No tiene bachillerato","Servicios","buena","no",481291335664286,123089699847943
2008,46,"soltero","negra","Graduado Universitario","Industrial","muy buena","si",479239168949825,120589436530402
2004,48,"divorciado","blanca","Master Universitario","Servicios","buena","si",48750612633917,130982177377461
2006,42,"divorciado","blanca","Algun Curso Universidad","Industrial","muy buena","si",439794000867204,812832532842527
2008,23,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",360205999132796,366737041960799
2003,60,"casado","blanca","Master Universitario","Industrial","muy buena","no",465321251377534,104921506533664
2008,34,"casado","negra","No tiene bachillerato","Servicios","muy buena","si",43096301674259,74412963512917
2003,45,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",486033800657099,129067820506745
2007,28,"soltero","blanca","Algun Curso Universidad","Industrial","buena","no",44320066872696,841000101164483
2004,33,"casado","blanca","Master Universitario","Servicios","muy buena","si",522530928172586,185918662879754
2008,58,"casado","blanca","Bachillerato","Servicios","muy buena","si",466275783168157,105927810775063
2008,47,"casado","blanca","Master Universitario","Servicios","muy buena","si",509691001300806,163515863976238
2003,24,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","no",414612803567824,631888610037461
2008,56,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",490308998699194,134705375118879
2004,56,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",479518458968242,120926701544426
2005,23,"soltero","otra","Graduado Universitario","Servicios","buena","si",454406804435028,940727147457005
2003,56,"casado","blanca","Master Universitario","Servicios","buena","si",488649072517248,132487821126123
2003,45,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",489209460269048,133232350826567
2009,58,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",497772360528885,145143601176911
2007,30,"casado","asiatica","Master Universitario","Servicios","muy buena","si",477815125038364,118884359339886
2009,46,"casado","blanca","Master Universitario","Industrial","muy buena","no",501283722470517,150330653495766
2004,48,"casado","blanca","Master Universitario","Industrial","muy buena","si",563108441419736,278964466695847
2006,50,"divorciado","blanca","Bachillerato","Industrial","buena","si",458771096501891,982692308087927
2008,43,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",460205999132796,996894636984864
2006,37,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",454406804435028,940727147457005
2003,49,"divorciado","blanca","Algun Curso Universidad","Servicios","muy buena","no",517609125905568,176989650489877
2009,31,"casado","asiatica","Graduado Universitario","Servicios","muy buena","si",511394335230684,166324941233877
2009,54,"casado","asiatica","Bachillerato","Industrial","muy buena","si",454406804435028,940727147457005
2007,52,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",493951925261862,139703071527658
2003,70,"casado","blanca","Bachillerato","Industrial","buena","no",436172783601759,783924668009837
2005,30,"casado","blanca","Master Universitario","Servicios","muy buena","si",495424733490676,141775856466307
2006,44,"casado","blanca","Bachillerato","Industrial","muy buena","si",475587485567249,116265324062503
2003,34,"casado","asiatica","Graduado Universitario","Servicios","muy buena","si",5,148413159102577
2007,38,"casado","blanca","Bachillerato","Industrial","muy buena","no",447712125471966,879810327856054
2006,28,"separado","blanca","No tiene bachillerato","Industrial","buena","si",450514997831991,904819133566401
2005,38,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",495424250943933,14177517233318
2003,39,"casado","blanca","Bachillerato","Industrial","buena","no",414460533871474,630927167348386
2008,52,"soltero","blanca","Graduado Universitario","Servicios","buena","si",417609125905568,651108537153447
2004,34,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",502118929906994,151591484239814
2003,33,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",481291335664286,123089699847943
2007,45,"casado","blanca","Graduado Universitario","Industrial","buena","si",477815125038364,118884359339886
2006,58,"casado","blanca","Bachillerato","Industrial","buena","no",438021124171161,798549003093467
2003,38,"casado","blanca","Bachillerato","Industrial","muy buena","no",464443858946784,104004959912222
2007,63,"casado","blanca","Graduado Universitario","Industrial","buena","no",401703333929878,555361044177385
2007,38,"casado","blanca","Master Universitario","Servicios","muy buena","si",460205999132796,996894636984864
2007,31,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",460205999132796,996894636984864
2007,53,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",526503255685882,193452606894109
2009,21,"soltero","negra","Bachillerato","Servicios","buena","si",463346845557959,102870246933215
2006,38,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",510380372095596,164646988930328
2004,18,"soltero","blanca","No tiene bachillerato","Industrial","buena","si",424303804868629,696190369046763
2008,28,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",460205999132796,996894636984864
2003,33,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",474036268949424,114475713290347
2004,32,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",460205999132796,996894636984864
2009,29,"soltero","blanca","Bachillerato","Servicios","muy buena","si",455630250076729,952307125669819
2005,28,"casado","blanca","No tiene bachillerato","Industrial","buena","si",441497334797082,826796372966372
2005,42,"casado","blanca","Master Universitario","Servicios","muy buena","si",476168733198664,116943081320617
2007,28,"viudo","blanca","No tiene bachillerato","Servicios","buena","no",4,545981500331442
2009,36,"casado","blanca","Master Universitario","Servicios","muy buena","si",492941892571429,138299126920883
2007,47,"casado","blanca","Bachillerato","Servicios","muy buena","si",48750612633917,130982177377461
2007,53,"casado","blanca","Master Universitario","Servicios","muy buena","si",564100585131578,281745970551857
2003,48,"casado","blanca","Master Universitario","Servicios","muy buena","si",509691001300806,163515863976238
2006,36,"casado","blanca","Master Universitario","Industrial","muy buena","si",518858541025256,179214858036271
2007,55,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",483884909073726,126323880709786
2008,37,"casado","blanca","No tiene bachillerato","Industrial","buena","no",425527250510331,704760196469445
2009,68,"casado","blanca","Graduado Universitario","Servicios","buena","si",477085201164214,118019753340006
2003,65,"casado","otra","Bachillerato","Industrial","muy buena","no",426717172840301,713196387942183
2007,37,"soltero","blanca","Graduado Universitario","Servicios","muy buena","no",474036268949424,114475713290347
2007,33,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",492941892571429,138299126920883
2003,19,"soltero","blanca","Bachillerato","Servicios","muy buena","no",4,545981500331442
2004,50,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",454406804435028,940727147457005
2004,22,"soltero","blanca","Algun Curso Universidad","Industrial","buena","no",438738982633873,804302079458208
2004,40,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",449136169383427,892428846644714
2008,45,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",476342799356294,117146816914805
2009,36,"casado","blanca","Master Universitario","Industrial","muy buena","no",484509804001426,127115743812184
2005,37,"casado","asiatica","No tiene bachillerato","Industrial","muy buena","no",439794000867204,812832532842527
2003,24,"soltero","blanca","Bachillerato","Industrial","buena","no",395904139232109,524070640482002
2007,66,"casado","negra","No tiene bachillerato","Servicios","muy buena","si",460205999132796,996894636984864
2004,35,"casado","asiatica","No tiene bachillerato","Industrial","buena","no",414612803567824,631888610037461
2009,33,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",527875360095283,196125272594255
2005,44,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",46232492903979,10182435207568
2004,48,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",468124123737559,107903923866876
2009,47,"casado","blanca","Bachillerato","Servicios","muy buena","no",393651374247889,512396549228382
2004,41,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",460205999132796,996894636984864
2005,55,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",414612803567824,631888610037461
2008,74,"divorciado","negra","Master Universitario","Servicios","muy buena","no",5,148413159102577
2007,33,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",460205999132796,996894636984864
2003,62,"casado","blanca","Master Universitario","Servicios","buena","si",48750612633917,130982177377461
2004,56,"divorciado","blanca","Bachillerato","Industrial","buena","si",46232492903979,10182435207568
2006,29,"soltero","blanca","Master Universitario","Servicios","muy buena","si",460205999132796,996894636984864
2009,56,"soltero","negra","No tiene bachillerato","Servicios","buena","no",438021124171161,798549003093467
2009,47,"casado","negra","Master Universitario","Servicios","muy buena","si",507918124604763,160642475408263
2005,45,"casado","blanca","Bachillerato","Servicios","muy buena","si",490308998699194,134705375118879
2007,44,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",507918124604763,160642475408263
2004,25,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",451851393987789,916992261117042
2005,45,"divorciado","negra","Algun Curso Universidad","Servicios","muy buena","no",432221929473392,753556793180091
2005,40,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",491381385238372,13615771083723
2003,56,"casado","blanca","Bachillerato","Servicios","buena","si",490308998699194,134705375118879
2005,56,"casado","asiatica","Algun Curso Universidad","Servicios","muy buena","si",440654018043396,819853178344996
2003,47,"casado","asiatica","Graduado Universitario","Industrial","muy buena","si",517609125905568,176989650489877
2007,39,"casado","blanca","Bachillerato","Industrial","muy buena","si",47781657266251,118886080351034
2005,38,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",47979596437372,121262745732618
2009,48,"casado","blanca","Bachillerato","Industrial","muy buena","no",454406804435028,940727147457005
2005,44,"casado","negra","Bachillerato","Industrial","buena","no",460205999132796,996894636984864
2003,42,"casado","blanca","Master Universitario","Servicios","muy buena","no",481954393554187,123908567597957
2009,55,"casado","blanca","Bachillerato","Industrial","muy buena","si",477815125038364,118884359339886
2006,61,"soltero","blanca","Master Universitario","Industrial","muy buena","no",441497334797082,826796372966372
2006,39,"casado","blanca","Bachillerato","Industrial","buena","si",439794000867204,812832532842527
2005,30,"casado","negra","Algun Curso Universidad","Industrial","muy buena","no",465321251377534,104921506533664
2009,49,"divorciado","blanca","Bachillerato","Industrial","buena","si",460205999132796,996894636984864
2006,33,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",491381385238372,13615771083723
2006,31,"casado","blanca","No tiene bachillerato","Industrial","buena","no",439794000867204,812832532842527
2005,35,"soltero","asiatica","Bachillerato","Industrial","muy buena","si",422696059353245,685086896572248
2003,55,"casado","blanca","Bachillerato","Industrial","muy buena","si",439794000867204,812832532842527
2008,36,"casado","blanca","Bachillerato","Industrial","muy buena","si",474036268949424,114475713290347
2003,37,"casado","blanca","Bachillerato","Industrial","muy buena","no",477085201164214,118019753340006
2006,33,"casado","blanca","Bachillerato","Industrial","muy buena","si",460205999132796,996894636984864
2006,48,"casado","blanca","Bachillerato","Industrial","buena","si",477815125038364,118884359339886
2004,47,"casado","asiatica","Algun Curso Universidad","Industrial","muy buena","si",477815125038364,118884359339886
2003,60,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",481291335664286,123089699847943
2004,28,"soltero","blanca","Graduado Universitario","Servicios","buena","si",469897000433602,109833985642199
2005,28,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",463346845557959,102870246933215
2005,48,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",509691001300806,163515863976238
2009,29,"casado","blanca","Master Universitario","Servicios","muy buena","no",476342799356294,117146816914805
2004,40,"soltero","blanca","Bachillerato","Industrial","buena","si",452504480703685,923000614282589
2009,32,"soltero","blanca","Master Universitario","Servicios","muy buena","si",460530504614111,100013486924706
2004,33,"divorciado","blanca","Bachillerato","Servicios","muy buena","no",400860017176192,550697284222779
2003,40,"divorciado","blanca","Bachillerato","Industrial","muy buena","si",46232492903979,10182435207568
2004,42,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",5,148413159102577
2003,36,"casado","blanca","Bachillerato","Industrial","muy buena","no",47481880270062,115375038556391
2004,39,"casado","negra","No tiene bachillerato","Industrial","buena","no",430102999566398,737757432746946
2009,44,"casado","blanca","Master Universitario","Servicios","muy buena","si",559061783348625,267901086855275
2009,43,"casado","blanca","Bachillerato","Industrial","muy buena","no",486332286012046,129453644576625
2008,44,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",456820172406699,963706528322308
2006,29,"casado","asiatica","Master Universitario","Servicios","muy buena","si",447712125471966,879810327856054
2007,49,"casado","negra","Algun Curso Universidad","Servicios","muy buena","si",465321251377534,104921506533664
2007,47,"casado","negra","Algun Curso Universidad","Servicios","muy buena","si",48750612633917,130982177377461
2004,46,"casado","asiatica","Master Universitario","Servicios","muy buena","si",524990244443139,190547678564741
2006,41,"divorciado","blanca","No tiene bachillerato","Industrial","muy buena","si",477085201164214,118019753340006
2008,52,"casado","blanca","Bachillerato","Servicios","buena","no",438021124171161,798549003093467
2003,43,"divorciado","blanca","Bachillerato","Servicios","muy buena","si",428330122870355,724793162971252
2004,38,"casado","blanca","Master Universitario","Servicios","muy buena","si",5,148413159102577
2003,42,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",431005573775089,744446382014083
2005,56,"casado","negra","Graduado Universitario","Industrial","muy buena","no",477815125038364,118884359339886
2003,39,"casado","blanca","Bachillerato","Industrial","muy buena","si",485733249643127,128680488220624
2005,29,"casado","negra","Algun Curso Universidad","Servicios","muy buena","si",447712125471966,879810327856054
2009,33,"casado","blanca","Master Universitario","Servicios","muy buena","si",559061783348625,267901086855275
2004,33,"casado","blanca","Bachillerato","Industrial","muy buena","no",465321251377534,104921506533664
2004,41,"casado","blanca","Bachillerato","Servicios","muy buena","no",453147891704226,928958447894966
2004,44,"soltero","negra","No tiene bachillerato","Servicios","buena","si",425527250510331,704760196469445
2005,45,"casado","blanca","Master Universitario","Servicios","muy buena","si",530102999566398,200543262324662
2004,58,"casado","blanca","Bachillerato","Servicios","muy buena","si",463346845557959,102870246933215
2005,29,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",463346845557959,102870246933215
2004,42,"divorciado","blanca","Bachillerato","Industrial","muy buena","no",417609125905568,651108537153447
2008,68,"casado","blanca","Bachillerato","Industrial","muy buena","si",469897000433602,109833985642199
2005,47,"casado","blanca","Master Universitario","Servicios","buena","si",484509804001426,127115743812184
2005,30,"casado","negra","Graduado Universitario","Servicios","muy buena","no",454406804435028,940727147457005
2005,39,"casado","blanca","No tiene bachillerato","Servicios","muy buena","no",421748394421391,678625234113681
2008,42,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",483250891270624,125525498433836
2006,49,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",510720996964787,165208773767255
2009,36,"soltero","blanca","Bachillerato","Industrial","buena","si",439794000867204,812832532842527
2003,44,"casado","asiatica","Bachillerato","Servicios","buena","si",472427586960079,1126488963421
2009,54,"casado","blanca","Bachillerato","Servicios","muy buena","si",434242268082221,768936025176112
2003,42,"casado","blanca","Bachillerato","Industrial","buena","si",431806333496276,750431540173515
2003,39,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",485733249643127,128680488220624
2008,30,"casado","asiatica","Bachillerato","Servicios","muy buena","no",407918124604763,590970640815891
2004,33,"soltero","negra","Bachillerato","Servicios","muy buena","no",415533603746506,637733911962488
2003,28,"casado","blanca","Bachillerato","Servicios","muy buena","si",443136376415899,840459576539924
2003,38,"casado","blanca","Bachillerato","Industrial","muy buena","si",454262627781805,939371815810521
2005,30,"casado","otra","Algun Curso Universidad","Industrial","muy buena","si",441497334797082,826796372966372
2008,25,"soltero","blanca","Master Universitario","Industrial","muy buena","si",477815125038364,118884359339886
2007,52,"casado","negra","Bachillerato","Servicios","muy buena","si",439794000867204,812832532842527
2007,26,"casado","blanca","Bachillerato","Industrial","buena","no",420411998265593,669616443217359
2009,54,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",511394335230684,166324941233877
2005,62,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",460205999132796,996894636984864
2009,57,"casado","asiatica","Master Universitario","Servicios","buena","si",495424250943933,14177517233318
2003,32,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",496378782734556,143134940811134
2003,60,"casado","blanca","Bachillerato","Industrial","muy buena","si",355630250076729,350334213214995
2004,40,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",469897000433602,109833985642199
2005,49,"casado","blanca","Bachillerato","Industrial","muy buena","no",470965997225026,111014405508798
2006,54,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",488649072517248,132487821126123
2009,48,"soltero","blanca","Master Universitario","Servicios","muy buena","si",5,148413159102577
2009,35,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","si",430102999566398,737757432746946
2009,46,"divorciado","blanca","Bachillerato","Servicios","buena","si",496772577592089,143699710133813
2007,42,"casado","blanca","Bachillerato","Industrial","muy buena","si",460205999132796,996894636984864
2004,58,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",560688524128857,272294783220064
2003,30,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",530102999566398,200543262324662
2008,27,"soltero","blanca","Bachillerato","Industrial","muy buena","si",44471890512688,853865890236244
2008,55,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",469897000433602,109833985642199
2004,50,"casado","blanca","Bachillerato","Industrial","muy buena","no",41117328566111,610524210501246
2006,55,"divorciado","blanca","Bachillerato","Industrial","buena","si",477815125038364,118884359339886
2006,40,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",498227123303957,145805163374625
2005,32,"casado","blanca","Bachillerato","Servicios","buena","no",472427586960079,1126488963421
2006,27,"casado","blanca","Bachillerato","Industrial","buena","si",467209785793572,106921814091211
2007,49,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",467209785793572,106921814091211
2007,50,"casado","blanca","Graduado Universitario","Servicios","buena","si",484509804001426,127115743812184
2006,50,"casado","blanca","No tiene bachillerato","Industrial","buena","si",447712125471966,879810327856054
2008,44,"casado","blanca","Master Universitario","Servicios","muy buena","si",49731278535997,14447808766541
2007,57,"casado","asiatica","Master Universitario","Servicios","buena","si",507773117965239,160409701962289
2008,72,"casado","negra","Master Universitario","Industrial","buena","no",447712125471966,879810327856054
2006,23,"soltero","blanca","No tiene bachillerato","Industrial","buena","no",417609125905568,651108537153447
2007,31,"soltero","blanca","Master Universitario","Servicios","muy buena","si",517609125905568,176989650489877
2008,36,"casado","blanca","Bachillerato","Servicios","muy buena","no",4,545981500331442
2009,63,"casado","negra","Algun Curso Universidad","Industrial","muy buena","si",469897000433602,109833985642199
2006,48,"casado","blanca","No tiene bachillerato","Industrial","buena","no",440303468374459,81698421724729
2005,46,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",474036268949424,114475713290347
2003,55,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",496028522328063,142634472767972
2007,44,"casado","blanca","Master Universitario","Servicios","muy buena","si",507918124604763,160642475408263
2006,44,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",454406804435028,940727147457005
2004,32,"casado","otra","No tiene bachillerato","Industrial","buena","no",4,545981500331442
2003,60,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",430102999566398,737757432746946
2004,42,"casado","blanca","Master Universitario","Servicios","muy buena","si",507918124604763,160642475408263
2009,48,"casado","negra","Master Universitario","Servicios","muy buena","si",5,148413159102577
2008,36,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",447713573096112,879823064294987
